
"AMD uProf (Version:5.3.518.0)"
PERFORMANCE ANALYSIS REPORT

EXECUTION
Target Path:,"./build/tsunami_lab"
Command Line Arguments:,"args=utilities/args/argsDambreak1d.yml "
Working Directory:,"/home/philipp/uni/tsunami_lab"
Environment Variables:
CPU Details:,"Family(0x1a), Model(0x60), Number of Cores(16)"
Operating System:,"Linux Arch Linux-64 Kernel:7.0.9-arch1-1"
Profile Command:,"./AMDuProfCLI profile ./build/tsunami_lab args=utilities/args/argsDambreak1d.yml"

PROFILE DETAILS
Profile Session Type:,"Time-based Sampling"
Profile Scope:,"Single Application"
CPU Mask:,"0-15"
CPU Affinity Mask:,"0-15"
Profile Start Time:,"Sat Jul  4 23:09:15 2026"
Profile End Time:,"Sat Jul  4 23:09:45 2026"
Profile Duration:,"30.586 seconds"
Data Folder:,"/home/philipp/uni/tsunami_lab/AMDuProf-tsunami_lab-TBP_Jul-04-2026_23-09-15"
Virtual Machine:,"No"
Call Stack Sampling:,"False"
Selected View:,"Time based hotspots"

MONITORED EVENTS
TBP Events:,Name,Interval,Description
,"CPU_TIME","1.000 milliseconds","CPU Time is the time in which the CPU core is executing the code."


APPLICATION PERFORMANCE SNAPSHOT
Thread Count,"10"


"10 HOTTEST FUNCTIONS (Sort Event - CPU_TIME)"
FUNCTION,"CPU_TIME" (seconds),Module
"tsunami_lab::solvers::Fwave::netUpdates(float, float, float, float, float, float, float, float, bool, float*, float*)",89.1620,"/home/philipp/uni/tsunami_lab/build/tsunami_lab"
"tsunami_lab::patches::WavePropagation2d::timeStep(float) [clone ._omp_fn.0]",73.2870,"/home/philipp/uni/tsunami_lab/build/tsunami_lab"
"tsunami_lab::solvers::Hybrid::netUpdates(float, float, float, float, float, float, float, float, bool, float*, float*)",23.6500,"/home/philipp/uni/tsunami_lab/build/tsunami_lab"
"cbrtf",10.8410,"/usr/lib/libm.so.6"
"libgomp.so.1.0.0!0x25e52",6.8170,"/usr/lib/libgomp.so.1.0.0"
"tsunami_lab::setups::TsunamiEvent2d::getHeight(float, float) const",0.6740,"/home/philipp/uni/tsunami_lab/build/tsunami_lab"
"roundf32",0.4130,"/usr/lib/libm.so.6"
"tsunami_lab::setups::TsunamiEvent2d::getBathymetry(float, float) const",0.3850,"/home/philipp/uni/tsunami_lab/build/tsunami_lab"
"main._omp_fn.0.lto_priv.0",0.2990,"/home/philipp/uni/tsunami_lab/build/tsunami_lab"
"adler32_z",0.1280,"/usr/lib/libz.so.1.3.2"

"10 HOTTEST PROCESSES (Sort Event - CPU_TIME)"
PROCESS,"CPU_TIME" (seconds)
"/home/philipp/uni/tsunami_lab/build/tsunami_lab (PID:1365148)",206.8430
"sh (PID:1365152)",0.0010

"10 HOTTEST MODULES (Sort Event - CPU_TIME)"
MODULE,"CPU_TIME" (seconds)
"/home/philipp/uni/tsunami_lab/build/tsunami_lab",187.7730
"/usr/lib/libm.so.6",11.2540
"/usr/lib/libgomp.so.1.0.0",6.9940
"/usr/lib/libz.so.1.3.2",0.4910
"[kernel.kallsyms]_text",0.1590
"/usr/lib/libhdf5.so.320.1.1",0.1130
"/usr/lib/libc.so.6",0.0540
"/usr/lib/ld-linux-x86-64.so.2",0.0040
"/usr/lib/libcrypto.so.3",0.0020

"10 HOTTEST THREADS (Sort Event - CPU_TIME)"
THREAD,"CPU_TIME" (seconds),THREAD ID
"Thread-1365161 (PID:1365148)",29.1490,"1365161"
"Thread-1365163 (PID:1365148)",29.1440,"1365163"
"Thread-1365165 (PID:1365148)",29.1240,"1365165"
"Thread-1365167 (PID:1365148)",29.1130,"1365167"
"tsunami_lab (PID:1365148)",23.6290,"1365148"
"Thread-1365162 (PID:1365148)",22.6640,"1365162"
"Thread-1365164 (PID:1365148)",22.1780,"1365164"
"Thread-1365166 (PID:1365148)",21.8420,"1365166"
"sh (PID:1365152)",0.0010,"1365152"
