x,y,height,momentum_x,bathymetry
0.5,0.5,0.0530347,0.00388387,0
1.5,0.5,0.052638,0.00413923,0
2.5,0.5,0.0522355,0.00439501,0
3.5,0.5,0.0518281,0.0046505,0
4.5,0.5,0.0514167,0.00490502,0
5.5,0.5,0.051002,0.00515794,0
6.5,0.5,0.0505849,0.0054087,0
7.5,0.5,0.0501662,0.00565675,0
8.5,0.5,0.0497466,0.00590159,0
9.5,0.5,0.0493269,0.00614275,0
10.5,0.5,0.0489079,0.00637977,0
11.5,0.5,0.0484904,0.00661222,0
12.5,0.5,0.0480751,0.00683969,0
13.5,0.5,0.047663,0.00706175,0
14.5,0.5,0.0472549,0.00727799,0
15.5,0.5,0.046852,0.007488,0
16.5,0.5,0.0464552,0.00769133,0
17.5,0.5,0.0460658,0.00788752,0
18.5,0.5,0.0456851,0.00807611,0
19.5,0.5,0.0453147,0.00825658,0
20.5,0.5,0.0449561,0.0084284,0
21.5,0.5,0.0446112,0.00859098,0
22.5,0.5,0.0442819,0.00874372,0
23.5,0.5,0.0439704,0.00888603,0
24.5,0.5,0.0436788,0.00901727,0
25.5,0.5,0.0434093,0.00913686,0
26.5,0.5,0.043164,0.00924432,0
27.5,0.5,0.0429446,0.00933925,0
28.5,0.5,0.0427526,0.00942147,0
29.5,0.5,0.0425885,0.00949105,0
30.5,0.5,0.0424522,0.00954835,0
31.5,0.5,0.0423427,0.00959409,0
32.5,0.5,0.0422578,0.0096293,0
33.5,0.5,0.0421949,0.0096553,0
34.5,0.5,0.0421503,0.00967358,0
35.5,0.5,0.0421206,0.00968571,0
36.5,0.5,0.0421021,0.00969318,0
37.5,0.5,0.0420917,0.00969732,0
38.5,0.5,0.0420867,0.00969923,0
39.5,0.5,0.0420851,0.00969974,0
40.5,0.5,0.0420854,0.00969944,0
41.5,0.5,0.0420868,0.00969872,0
42.5,0.5,0.0420885,0.00969782,0
43.5,0.5,0.0420904,0.00969688,0
44.5,0.5,0.0420922,0.00969596,0
45.5,0.5,0.0420939,0.00969508,0
46.5,0.5,0.0420954,0.00969426,0
47.5,0.5,0.0420969,0.00969349,0
48.5,0.5,0.0420982,0.00969277,0
49.5,0.5,0.0420993,0.00969209,0
50.5,0.5,0.0421004,0.00969146,0
51.5,0.5,0.0421014,0.00969085,0
52.5,0.5,0.0421023,0.00969028,0
53.5,0.5,0.0421031,0.00968973,0
54.5,0.5,0.0421039,0.00968921,0
55.5,0.5,0.0421046,0.0096887,0
56.5,0.5,0.0421052,0.00968822,0
57.5,0.5,0.0421058,0.00968775,0
58.5,0.5,0.0421064,0.0096873,0
59.5,0.5,0.0421069,0.00968686,0
60.5,0.5,0.0421073,0.00968643,0
61.5,0.5,0.0421077,0.00968602,0
62.5,0.5,0.0421081,0.00968561,0
63.5,0.5,0.0421085,0.00968521,0
64.5,0.5,0.0421088,0.00968482,0
65.5,0.5,0.042109,0.00968444,0
66.5,0.5,0.0421093,0.00968406,0
67.5,0.5,0.0421095,0.00968369,0
68.5,0.5,0.0421097,0.00968332,0
69.5,0.5,0.0421099,0.00968296,0
70.5,0.5,0.04211,0.0096826,0
71.5,0.5,0.0421101,0.00968226,0
72.5,0.5,0.0421101,0.00968193,0
73.5,0.5,0.0421101,0.00968163,0
74.5,0.5,0.0421099,0.00968138,0
75.5,0.5,0.0421094,0.00968122,0
76.5,0.5,0.0421086,0.0096812,0
77.5,0.5,0.0421073,0.00968137,0
78.5,0.5,0.0421054,0.00968182,0
79.5,0.5,0.0421025,0.00968263,0
80.5,0.5,0.0420985,0.00968387,0
81.5,0.5,0.0420934,0.00968558,0
82.5,0.5,0.0420871,0.00968775,0
83.5,0.5,0.0420799,0.00969029,0
84.5,0.5,0.0420721,0.00969305,0
85.5,0.5,0.0420643,0.00969583,0
86.5,0.5,0.0420569,0.00969839,0
87.5,0.5,0.0420504,0.00970056,0
88.5,0.5,0.0420452,0.0097022,0
89.5,0.5,0.0420413,0.00970328,0
90.5,0.5,0.0420386,0.00970386,0
91.5,0.5,0.0420368,0.00970404,0
92.5,0.5,0.0420356,0.00970393,0
93.5,0.5,0.0420348,0.00970365,0
94.5,0.5,0.0420342,0.00970327,0
95.5,0.5,0.0420336,0.00970284,0
96.5,0.5,0.0420331,0.00970238,0
97.5,0.5,0.0420325,0.00970189,0
98.5,0.5,0.0420319,0.00970139,0
99.5,0.5,0.0420313,0.00970086,0
