sim_time,name,x,y,height,momentum_x,momentum_y,bathymetry
0,gauge_16,12.9,11.22,0.16,0,0,-0.16
0.000241999,gauge_16,12.9,11.22,0.16,-3.38069e-12,4.50758e-12,-0.16
0.000483998,gauge_16,12.9,11.22,0.16,-6.75082e-12,8.99494e-12,-0.16
0.000725997,gauge_16,12.9,11.22,0.16,-1.01104e-11,1.34621e-11,-0.16
0.000967996,gauge_16,12.9,11.22,0.16,-1.34595e-11,1.79092e-11,-0.16
0.00121,gauge_16,12.9,11.22,0.16,-1.6798e-11,2.23364e-11,-0.16
0.00145199,gauge_16,12.9,11.22,0.16,-2.0126e-11,2.67435e-11,-0.16
0.00169399,gauge_16,12.9,11.22,0.16,-2.34436e-11,3.11309e-11,-0.16
0.00193599,gauge_16,12.9,11.22,0.16,-2.67506e-11,3.54984e-11,-0.16
0.00217799,gauge_16,12.9,11.22,0.16,-3.00472e-11,3.98462e-11,-0.16
0.00241999,gauge_16,12.9,11.22,0.16,-3.33333e-11,4.41744e-11,-0.16
0.00266199,gauge_16,12.9,11.22,0.16,-3.6609e-11,4.84831e-11,-0.16
0.00290399,gauge_16,12.9,11.22,0.16,-3.98743e-11,5.27722e-11,-0.16
0.00314599,gauge_16,12.9,11.22,0.16,-4.31291e-11,5.70419e-11,-0.16
0.00338799,gauge_16,12.9,11.22,0.16,-4.63735e-11,6.12923e-11,-0.16
0.00362999,gauge_16,12.9,11.22,0.16,-4.96076e-11,6.55234e-11,-0.16
0.00387198,gauge_16,12.9,11.22,0.16,-5.28312e-11,6.97353e-11,-0.16
0.00411398,gauge_16,12.9,11.22,0.16,-5.60445e-11,7.39281e-11,-0.16
0.00435598,gauge_16,12.9,11.22,0.16,-5.92475e-11,7.81018e-11,-0.16
0.00459798,gauge_16,12.9,11.22,0.16,-6.24401e-11,8.22565e-11,-0.16
0.00483998,gauge_16,12.9,11.22,0.16,-6.56223e-11,8.63923e-11,-0.16
0.00508198,gauge_16,12.9,11.22,0.16,-6.87943e-11,9.05093e-11,-0.16
0.00532398,gauge_16,12.9,11.22,0.16,-7.1956e-11,9.46075e-11,-0.16
0.00556598,gauge_16,12.9,11.22,0.16,-7.51074e-11,9.86869e-11,-0.16
0.00580798,gauge_16,12.9,11.22,0.16,-7.82485e-11,1.02748e-10,-0.16
0.00604998,gauge_16,12.9,11.22,0.16,-8.13793e-11,1.0679e-10,-0.16
0.00629197,gauge_16,12.9,11.22,0.16,-8.44999e-11,1.10814e-10,-0.16
0.00653397,gauge_16,12.9,11.22,0.16,-8.76103e-11,1.14819e-10,-0.16
0.00677597,gauge_16,12.9,11.22,0.16,-9.07105e-11,1.18806e-10,-0.16
0.00701797,gauge_16,12.9,11.22,0.16,-9.38004e-11,1.22775e-10,-0.16
0.00725997,gauge_16,12.9,11.22,0.16,-9.68802e-11,1.26725e-10,-0.16
0.00750197,gauge_16,12.9,11.22,0.16,-9.99498e-11,1.30658e-10,-0.16
0.00774397,gauge_16,12.9,11.22,0.16,-1.03009e-10,1.34572e-10,-0.16
0.00798597,gauge_16,12.9,11.22,0.16,-1.06059e-10,1.38468e-10,-0.16
0.00822797,gauge_16,12.9,11.22,0.16,-1.09098e-10,1.42346e-10,-0.16
0.00846997,gauge_16,12.9,11.22,0.16,-1.12127e-10,1.46206e-10,-0.16
0.00871196,gauge_16,12.9,11.22,0.16,-1.15146e-10,1.50049e-10,-0.16
0.00895396,gauge_16,12.9,11.22,0.16,-1.18154e-10,1.53874e-10,-0.16
0.00919596,gauge_16,12.9,11.22,0.16,-1.21153e-10,1.57681e-10,-0.16
0.00943796,gauge_16,12.9,11.22,0.16,-1.24142e-10,1.6147e-10,-0.16
0.00967996,gauge_16,12.9,11.22,0.16,-1.27121e-10,1.65242e-10,-0.16
0.00992196,gauge_16,12.9,11.22,0.16,-1.30089e-10,1.68997e-10,-0.16
0.010164,gauge_16,12.9,11.22,0.16,-1.33048e-10,1.72734e-10,-0.16
0.010406,gauge_16,12.9,11.22,0.16,-1.35997e-10,1.76453e-10,-0.16
0.010648,gauge_16,12.9,11.22,0.16,-1.38935e-10,1.80156e-10,-0.16
0.01089,gauge_16,12.9,11.22,0.16,-1.41864e-10,1.83841e-10,-0.16
0.0111319,gauge_16,12.9,11.22,0.16,-1.44783e-10,1.87509e-10,-0.16
0.0113739,gauge_16,12.9,11.22,0.16,-1.47691e-10,1.9116e-10,-0.16
0.0116159,gauge_16,12.9,11.22,0.16,-1.5059e-10,1.94794e-10,-0.16
0.0118579,gauge_16,12.9,11.22,0.16,-1.53479e-10,1.9841e-10,-0.16
0.0120999,gauge_16,12.9,11.22,0.16,-1.56358e-10,2.0201e-10,-0.16
0.0123419,gauge_16,12.9,11.22,0.16,-1.59227e-10,2.05594e-10,-0.16
0.0125839,gauge_16,12.9,11.22,0.16,-1.62087e-10,2.0916e-10,-0.16
