sim_time,name,x,y,height,momentum_x,momentum_y,bathymetry
0,gauge_22,15.56,13.8,0,0,0,0.0321862
0.000241999,gauge_22,15.56,13.8,0,0,0,0.0321862
0.000483998,gauge_22,15.56,13.8,0,0,0,0.0321862
0.000725997,gauge_22,15.56,13.8,0,0,0,0.0321862
0.000967996,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00121,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00145199,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00169399,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00193599,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00217799,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00241999,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00266199,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00290399,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00314599,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00338799,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00362999,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00387198,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00411398,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00435598,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00459798,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00483998,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00508198,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00532398,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00556598,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00580798,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00604998,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00629197,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00653397,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00677597,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00701797,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00725997,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00750197,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00774397,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00798597,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00822797,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00846997,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00871196,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00895396,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00919596,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00943796,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00967996,gauge_22,15.56,13.8,0,0,0,0.0321862
0.00992196,gauge_22,15.56,13.8,0,0,0,0.0321862
0.010164,gauge_22,15.56,13.8,0,0,0,0.0321862
0.010406,gauge_22,15.56,13.8,0,0,0,0.0321862
0.010648,gauge_22,15.56,13.8,0,0,0,0.0321862
0.01089,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0111319,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0113739,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0116159,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0118579,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0120999,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0123419,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0125839,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0128259,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0130679,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0133099,gauge_22,15.56,13.8,0,0,0,0.0321862
0.0135519,gauge_22,15.56,13.8,0,0,0,0.0321862
