0.000000000000000000e+00,1.410249489999999923e+02,3.731656900000000121e+01,1.436906475532636485e+01
2.500000000000000000e+02,1.410277738587570582e+02,3.731656900000000121e+01,-5.331452203386407795e+00
5.000000000000000000e+02,1.410305987175141240e+02,3.731656900000000121e+01,-6.687384406779244728e+00
7.500000000000000000e+02,1.410334235762711899e+02,3.731656900000000121e+01,-7.521658305086040386e+00
1.000000000000000000e+03,1.410362484350282557e+02,3.731656900000000121e+01,-8.399248813564916816e+00
1.250000000000000000e+03,1.410390732937853215e+02,3.731656900000000121e+01,-9.755181016957754636e+00
1.500000000000000000e+03,1.410418981525423874e+02,3.731656900000000121e+01,-1.140191377238009096e+01
1.750000000000000000e+03,1.410447230112994532e+02,3.731656900000000121e+01,-1.287919784017238989e+01
2.000000000000000000e+03,1.410475478700565191e+02,3.731656900000000121e+01,-1.391203851813998149e+01
2.250000000000000000e+03,1.410503727288135849e+02,3.731656900000000121e+01,-1.463633491526219110e+01
2.500000000000000000e+03,1.410531975875706507e+02,3.731656900000000121e+01,-1.569662749648831479e+01
2.750000000000000000e+03,1.410560224463277166e+02,3.731656900000000121e+01,-1.734386817446046081e+01
3.000000000000000000e+03,1.410588473050847824e+02,3.731656900000000121e+01,-1.780284800966244063e+01
3.250000000000000000e+03,1.410616721638418483e+02,3.731656900000000121e+01,-1.845904190798383837e+01
3.500000000000000000e+03,1.410644970225989141e+02,3.731656900000000121e+01,-1.949188258595142997e+01
3.750000000000000000e+03,1.410673218813559799e+02,3.731656900000000121e+01,-1.983665978696046750e+01
4.000000000000000000e+03,1.410701467401130458e+02,3.731656900000000121e+01,-2.100565288137750741e+01
4.250000000000000000e+03,1.410729715988701116e+02,3.731656900000000121e+01,-2.302574940443735230e+01
4.500000000000000000e+03,1.410757964576271775e+02,3.731656900000000121e+01,-2.434989855698425743e+01
4.750000000000000000e+03,1.410786213163842433e+02,3.731656900000000121e+01,-2.530493177731607091e+01
5.000000000000000000e+03,1.410814461751413091e+02,3.731656900000000121e+01,-2.598017385949646751e+01
5.250000000000000000e+03,1.410842710338983750e+02,3.731656900000000121e+01,-2.704479758830999003e+01
5.500000000000000000e+03,1.410870958926554408e+02,3.731656900000000121e+01,-2.845575563209622061e+01
5.750000000000000000e+03,1.410899207514125067e+02,3.731656900000000121e+01,-3.023395771429993317e+01
6.000000000000000000e+03,1.410927456101695725e+02,3.731656900000000121e+01,-3.297760517193152907e+01
6.250000000000000000e+03,1.410955704689266383e+02,3.731656900000000121e+01,-3.528434008716953940e+01
6.500000000000000000e+03,1.410983953276837042e+02,3.731656900000000121e+01,-3.705474656662767075e+01
6.750000000000000000e+03,1.411012201864407700e+02,3.731656900000000121e+01,-3.737783809205291874e+01
7.000000000000000000e+03,1.411040450451978359e+02,3.731656900000000121e+01,-3.866462292497276110e+01
7.250000000000000000e+03,1.411068699039549017e+02,3.731656900000000121e+01,-4.022665275545749353e+01
7.500000000000000000e+03,1.411096947627119675e+02,3.731656900000000121e+01,-4.125949343342509223e+01
7.750000000000000000e+03,1.411125196214690334e+02,3.731656900000000121e+01,-4.152343999999882129e+01
8.000000000000000000e+03,1.411153444802260992e+02,3.731656900000000121e+01,-4.179317097344177512e+01
8.250000000000000000e+03,1.411181693389831651e+02,3.731656900000000121e+01,-4.279422860056342870e+01
8.500000000000000000e+03,1.411209941977402309e+02,3.731656900000000121e+01,-4.435914360296035852e+01
8.750000000000000000e+03,1.411238190564972967e+02,3.731656900000000121e+01,-4.552343999999882129e+01
9.000000000000000000e+03,1.411266439152543626e+02,3.731656900000000121e+01,-4.552343999999882129e+01
9.250000000000000000e+03,1.411294687740114284e+02,3.731656900000000121e+01,-4.636877910903501743e+01
9.500000000000000000e+03,1.411322936327684943e+02,3.731656900000000121e+01,-4.838346631488569471e+01
9.750000000000000000e+03,1.411351184915255601e+02,3.731656900000000121e+01,-5.212817139963895841e+01
1.000000000000000000e+04,1.411379433502826259e+02,3.731656900000000121e+01,-5.344726021308729713e+01
1.025000000000000000e+04,1.411407682090396918e+02,3.731656900000000121e+01,-5.461562033904294111e+01
1.050000000000000000e+04,1.411435930677967576e+02,3.731656900000000121e+01,-5.597155254243577360e+01
1.075000000000000000e+04,1.411464179265538235e+02,3.731656900000000121e+01,-5.793776974350332409e+01
1.100000000000000000e+04,1.411492427853108893e+02,3.731656900000000121e+01,-5.933318890070096074e+01
1.125000000000000000e+04,1.411520676440679551e+02,3.731656900000000121e+01,-6.004293805324330435e+01
1.150000000000000000e+04,1.411548925028250210e+02,3.731656900000000121e+01,-6.168497190333457780e+01
1.175000000000000000e+04,1.411577173615820868e+02,3.731656900000000121e+01,-6.334872215993829769e+01
1.200000000000000000e+04,1.411605422203391527e+02,3.731656900000000121e+01,-6.498466551087977905e+01
1.225000000000000000e+04,1.411633670790962185e+02,3.731656900000000121e+01,-6.569441466342212266e+01
1.250000000000000000e+04,1.411661919378532843e+02,3.731656900000000121e+01,-6.848227495437659229e+01
1.275000000000000000e+04,1.411690167966103502e+02,3.731656900000000121e+01,-7.249671296851271052e+01
1.300000000000000000e+04,1.411718416553674160e+02,3.731656900000000121e+01,-7.320646212105506834e+01
1.325000000000000000e+04,1.411746665141244819e+02,3.731656900000000121e+01,-7.371607352051587725e+01
1.350000000000000000e+04,1.411774913728815477e+02,3.731656900000000121e+01,-7.433607754016104252e+01
1.375000000000000000e+04,1.411803162316386135e+02,3.731656900000000121e+01,-7.633819279440436389e+01
1.400000000000000000e+04,1.411831410903956794e+02,3.731656900000000121e+01,-7.773398513310107205e+01
1.425000000000000000e+04,1.411859659491527452e+02,3.731656900000000121e+01,-7.913833109954811107e+01
1.450000000000000000e+04,1.411887908079098111e+02,3.731656900000000121e+01,-8.181841245548784514e+01
1.475000000000000000e+04,1.411916156666668769e+02,3.731656900000000121e+01,-8.354584000009951694e+01
1.500000000000000000e+04,1.411944405254239427e+02,3.731656900000000121e+01,-8.489400296382915201e+01
1.525000000000000000e+04,1.411972653841810086e+02,3.731656900000000121e+01,-8.621815211637604648e+01
1.550000000000000000e+04,1.412000902429380744e+02,3.731656900000000121e+01,-8.781535809216157418e+01
1.575000000000000000e+04,1.412029151016951403e+02,3.731656900000000121e+01,-8.930411580634117286e+01
1.600000000000000000e+04,1.412057399604522061e+02,3.731656900000000121e+01,-9.033695648430877156e+01
1.625000000000000000e+04,1.412085648192092719e+02,3.731656900000000121e+01,-9.192535377249939188e+01
1.650000000000000000e+04,1.412113896779663378e+02,3.731656900000000121e+01,-9.385873571934864401e+01
1.675000000000000000e+04,1.412142145367234036e+02,3.731656900000000121e+01,-9.621572554986313719e+01
1.700000000000000000e+04,1.412170393954804695e+02,3.731656900000000121e+01,-9.801089411149379771e+01
1.725000000000000000e+04,1.412198642542375353e+02,3.731656900000000121e+01,-9.970916419388106533e+01
1.750000000000000000e+04,1.412226891129946011e+02,3.731656900000000121e+01,-1.013881879226991316e+02
1.775000000000000000e+04,1.412255139717516670e+02,3.731656900000000121e+01,-1.027701464408019234e+02
1.800000000000000000e+04,1.412283388305087328e+02,3.731656900000000121e+01,-1.044132721164734932e+02
1.825000000000000000e+04,1.412311636892657987e+02,3.731656900000000121e+01,-1.064153873707168145e+02
1.850000000000000000e+04,1.412339885480228645e+02,3.731656900000000121e+01,-1.081350947894849241e+02
1.875000000000000000e+04,1.412368134067799303e+02,3.731656900000000121e+01,-1.093352176271872338e+02
1.900000000000000000e+04,1.412396382655369962e+02,3.731656900000000121e+01,-1.100075189442568728e+02
1.925000000000000000e+04,1.412424631242940620e+02,3.731656900000000121e+01,-1.103941765713739755e+02
1.950000000000000000e+04,1.412452879830511279e+02,3.731656900000000121e+01,-1.113085518645494147e+02
1.975000000000000000e+04,1.412481128418081937e+02,3.731656900000000121e+01,-1.126151948282168291e+02
2.000000000000000000e+04,1.412509377005652595e+02,3.731656900000000121e+01,-1.132613778790673109e+02
2.025000000000000000e+04,1.412537625593223254e+02,3.731656900000000121e+01,-1.139075609299125631e+02
2.050000000000000000e+04,1.412565874180793912e+02,3.731656900000000121e+01,-1.147618893658181776e+02
2.075000000000000000e+04,1.412594122768364571e+02,3.731656900000000121e+01,-1.171506622471785874e+02
2.100000000000000000e+04,1.412622371355935229e+02,3.731656900000000121e+01,-1.191025225860976775e+02
2.125000000000000000e+04,1.412650619943505887e+02,3.731656900000000121e+01,-1.206930652107870259e+02
2.150000000000000000e+04,1.412678868531076546e+02,3.731656900000000121e+01,-1.216941228379086795e+02
2.175000000000000000e+04,1.412707117118647204e+02,3.731656900000000121e+01,-1.222464412300308538e+02
2.200000000000000000e+04,1.412735365706217863e+02,3.731656900000000121e+01,-1.226652422858464178e+02
2.225000000000000000e+04,1.412763614293788521e+02,3.731656900000000121e+01,-1.233114253366969137e+02
2.250000000000000000e+04,1.412791862881359179e+02,3.731656900000000121e+01,-1.237407449588479125e+02
2.275000000000000000e+04,1.412820111468929838e+02,3.731656900000000121e+01,-1.241826752543162797e+02
2.300000000000000000e+04,1.412848360056500496e+02,3.731656900000000121e+01,-1.248606413560126782e+02
2.325000000000000000e+04,1.412876608644071155e+02,3.731656900000000121e+01,-1.250000000000000000e+02
2.350000000000000000e+04,1.412904857231641813e+02,3.731656900000000121e+01,-1.252165735594055320e+02
2.375000000000000000e+04,1.412933105819212471e+02,3.731656900000000121e+01,-1.258945396611019589e+02
2.400000000000000000e+04,1.412961354406783130e+02,3.731656900000000121e+01,-1.265725057627983574e+02
2.425000000000000000e+04,1.412989602994353788e+02,3.731656900000000121e+01,-1.272504718644947701e+02
2.450000000000000000e+04,1.413017851581924447e+02,3.731656900000000121e+01,-1.279284379661911970e+02
2.475000000000000000e+04,1.413046100169495105e+02,3.731656900000000121e+01,-1.280000000000000000e+02
2.500000000000000000e+04,1.413074348757065763e+02,3.731656900000000121e+01,-1.281488507215667312e+02
2.525000000000000000e+04,1.413102597344636422e+02,3.731656900000000121e+01,-1.285037252978379172e+02
2.550000000000000000e+04,1.413130845932207080e+02,3.731656900000000121e+01,-1.291337249977320596e+02
2.575000000000000000e+04,1.413159094519777739e+02,3.731656900000000121e+01,-1.297948284746701404e+02
