sim_time,name,x,y,height,momentum_x,momentum_y,bathymetry
0,station2_2d,10,50,50,0,0,-50
0.0159638,station2_2d,10,50,50,0,0,-50
0.0319275,station2_2d,10,50,50,0,0,-50
0.0478913,station2_2d,10,50,50,0,0,-50
0.0638551,station2_2d,10,50,50,0,0,-50
0.0798189,station2_2d,10,50,50,0,0,-50
0.0957826,station2_2d,10,50,50,0,0,-50
0.111746,station2_2d,10,50,50,0,0,-50
0.12771,station2_2d,10,50,50,0,0,-50
0.143674,station2_2d,10,50,50,0,0,-50
0.159638,station2_2d,10,50,50,0,0,-50
0.175602,station2_2d,10,50,50,0,0,-50
0.191565,station2_2d,10,50,50,0,0,-50
0.207529,station2_2d,10,50,50,0,0,-50
0.223493,station2_2d,10,50,50,0,0,-50
0.239457,station2_2d,10,50,50,0,0,-50
0.25542,station2_2d,10,50,50,0,0,-50
0.271384,station2_2d,10,50,50,0,0,-50
0.287348,station2_2d,10,50,50,0,0,-50
0.303312,station2_2d,10,50,50,0,0,-50
0.319275,station2_2d,10,50,50,0,0,-50
0.335239,station2_2d,10,50,50,0,0,-50
0.351203,station2_2d,10,50,50,0,0,-50
0.367167,station2_2d,10,50,50,0,0,-50
0.38313,station2_2d,10,50,50,0,0,-50
0.399094,station2_2d,10,50,50,0,0,-50
0.415058,station2_2d,10,50,50,0,0,-50
0.431022,station2_2d,10,50,50,0,0,-50
0.446986,station2_2d,10,50,50,0,0,-50
0.462949,station2_2d,10,50,50,0,0,-50
0.478913,station2_2d,10,50,50,-4.37808e-15,0,-50
0.494877,station2_2d,10,50,50,-1.80434e-13,0,-50
0.510841,station2_2d,10,50,50,-5.59472e-12,0,-50
0.526804,station2_2d,10,50,50,-6.32322e-11,0,-50
0.542768,station2_2d,10,50,50,-4.99407e-10,0,-50
0.558732,station2_2d,10,50,50,-6.59408e-09,0,-50
0.574696,station2_2d,10,50,50,-5.78177e-08,0,-50
0.59066,station2_2d,10,50,50,-9.53134e-07,0,-50
0.606623,station2_2d,10,50,50,-7.24836e-06,0,-50
0.622587,station2_2d,10,50,50,-4.22745e-05,0,-50
0.638551,station2_2d,10,50,50,-0.000153783,0,-50
0.654515,station2_2d,10,50,50,-0.000410387,0,-50
0.670479,station2_2d,10,50,50,-0.00103115,0,-50
0.686442,station2_2d,10,50,50.0001,-0.00239566,0,-50
