sim_time,name,x,y,height,momentum_x,momentum_y,bathymetry
0,station4_2d,90,50,50,0,0,-50
0.0159638,station4_2d,90,50,50,0,0,-50
0.0319275,station4_2d,90,50,50,0,0,-50
0.0478913,station4_2d,90,50,50,0,0,-50
0.0638551,station4_2d,90,50,50,0,0,-50
0.0798189,station4_2d,90,50,50,0,0,-50
0.0957826,station4_2d,90,50,50,0,0,-50
0.111746,station4_2d,90,50,50,0,0,-50
0.12771,station4_2d,90,50,50,0,0,-50
0.143674,station4_2d,90,50,50,0,0,-50
0.159638,station4_2d,90,50,50,0,0,-50
0.175602,station4_2d,90,50,50,0,0,-50
0.191565,station4_2d,90,50,50,0,0,-50
0.207529,station4_2d,90,50,50,0,0,-50
0.223493,station4_2d,90,50,50,0,0,-50
0.239457,station4_2d,90,50,50,0,0,-50
0.25542,station4_2d,90,50,50,0,0,-50
0.271384,station4_2d,90,50,50,0,0,-50
0.287348,station4_2d,90,50,50,0,0,-50
0.303312,station4_2d,90,50,50,0,0,-50
0.319275,station4_2d,90,50,50,0,0,-50
0.335239,station4_2d,90,50,50,0,0,-50
0.351203,station4_2d,90,50,50,0,0,-50
0.367167,station4_2d,90,50,50,0,0,-50
0.38313,station4_2d,90,50,50,0,0,-50
0.399094,station4_2d,90,50,50,0,0,-50
0.415058,station4_2d,90,50,50,0,0,-50
0.431022,station4_2d,90,50,50,0,0,-50
0.446986,station4_2d,90,50,50,0,0,-50
0.462949,station4_2d,90,50,50,0,0,-50
0.478913,station4_2d,90,50,50,4.37808e-15,0,-50
0.494877,station4_2d,90,50,50,1.80434e-13,0,-50
0.510841,station4_2d,90,50,50,5.59472e-12,0,-50
0.526804,station4_2d,90,50,50,6.32322e-11,0,-50
0.542768,station4_2d,90,50,50,4.99407e-10,0,-50
0.558732,station4_2d,90,50,50,6.59408e-09,0,-50
0.574696,station4_2d,90,50,50,5.78177e-08,0,-50
0.59066,station4_2d,90,50,50,9.53134e-07,0,-50
0.606623,station4_2d,90,50,50,7.24836e-06,0,-50
0.622587,station4_2d,90,50,50,4.22745e-05,0,-50
0.638551,station4_2d,90,50,50,0.000153783,0,-50
0.654515,station4_2d,90,50,50,0.000410387,0,-50
0.670479,station4_2d,90,50,50,0.00103115,0,-50
0.686442,station4_2d,90,50,50.0001,0.00239566,0,-50
0.702406,station4_2d,90,50,50.0002,0.00526114,0,-50
0.71837,station4_2d,90,50,50.0005,0.0111453,0,-50
0.734334,station4_2d,90,50,50.001,0.0228691,-1.45519e-11,-50
0.750297,station4_2d,90,50,50.002,0.0451889,-1.45519e-11,-50
