x,y,height,momentum_x,bathymetry
125,125,0,0,20
375,125,20,-5.44846e-09,20
625,125,20,-1.90454e-08,-20
875,125,20,-4.16655e-08,-20
1125,125,20,-8.25425e-08,-20
1375,125,20,-1.56207e-07,-20
1625,125,20,-2.85426e-07,-20
1875,125,20,-5.04669e-07,-20
2125,125,20,-8.63755e-07,-20
2375,125,20,-1.43094e-06,-20
2625,125,20,-2.29426e-06,-20
2875,125,20,-3.55951e-06,-20
3125,125,20,-5.34332e-06,-20
3375,125,20,-7.76034e-06,-20
3625,125,20,-1.09047e-05,-20
3875,125,20,-1.48284e-05,-20
4125,125,21.0057,-1.40816e-05,-20
4375,125,23.0257,-1.50486e-05,-21.0057
4625,125,24.3499,-2.44709e-05,-23.0257
4875,125,25.3049,-1.7332e-05,-24.3499
5125,125,25.9802,5.97965e-06,-25.3049
5375,125,27.0448,2.71387e-05,-25.9802
5625,125,28.4558,3.69965e-05,-27.0448
5875,125,30.234,2.35526e-05,-28.4558
6125,125,32.9776,9.22445e-06,-30.234
6375,125,35.2843,9.07743e-06,-32.9776
6625,125,37.0547,-7.08077e-06,-35.2843
6875,125,37.3778,-1.81648e-05,-37.0547
7125,125,38.6646,-7.80248e-07,-37.3778
7375,125,40.2267,-4.12642e-06,-38.6646
7625,125,41.2595,-2.61066e-05,-40.2267
7875,125,41.5234,-8.61415e-06,-41.2595
8125,125,41.7932,1.50904e-06,-41.5234
8375,125,42.7942,-6.57877e-06,-41.7932
8625,125,44.3591,-2.53633e-05,-42.7942
8875,125,45.5234,-3.84365e-05,-44.3591
9125,125,45.5234,-1.4131e-05,-45.5234
9375,125,46.3688,5.66262e-06,-45.5234
9625,125,48.3835,1.53598e-05,-46.3688
9875,125,52.1282,1.41043e-05,-48.3835
10125,125,53.4473,2.41402e-05,-52.1282
10375,125,54.6156,2.68298e-05,-53.4473
10625,125,55.9716,-6.31583e-06,-54.6156
10875,125,57.9378,7.76512e-07,-55.9716
11125,125,59.3332,4.70227e-05,-57.9378
11375,125,60.0429,6.49263e-05,-59.3332
11625,125,61.685,4.74335e-05,-60.0429
11875,125,63.3487,3.84087e-05,-61.685
12125,125,64.9847,8.20191e-06,-63.3487
12375,125,65.6944,1.47255e-05,-64.9847
12625,125,68.4823,4.25039e-05,-65.6944
12875,125,72.4967,-9.79002e-06,-68.4823
13125,125,73.2065,-1.86906e-05,-72.4967
13375,125,73.7161,-3.41116e-07,-73.2065
