x,y,height,momentum_x,bathymetry
125,125,0,0,20
375,125,20,-8.9819e-08,-20
625,125,20,-2.83062e-07,-20
875,125,20,-5.17914e-07,-20
1125,125,20,-8.2467e-07,-20
1375,125,20,-1.23711e-06,-20
1625,125,20,-1.79319e-06,-20
1875,125,20,-2.53509e-06,-20
2125,125,20,-3.50838e-06,-20
2375,125,20,-4.76028e-06,-20
2625,125,20,-6.337e-06,-20
2875,125,20,-8.28027e-06,-20
3125,125,20,-1.06235e-05,-20
3375,125,20,-1.33879e-05,-20
3625,125,20,-1.65793e-05,-20
3875,125,20,-2.01858e-05,-20
4125,125,21.0057,-1.87482e-05,-21.0057
4375,125,23.0257,-1.87238e-05,-23.0257
4625,125,24.3499,-2.69721e-05,-24.3499
4875,125,25.3049,-1.86083e-05,-25.3049
5125,125,25.9802,5.8296e-06,-25.9802
5375,125,27.0448,2.7867e-05,-27.0448
5625,125,28.4558,3.82392e-05,-28.4558
5875,125,30.234,2.48917e-05,-30.234
6125,125,32.9776,1.02566e-05,-32.9776
6375,125,35.2843,9.47289e-06,-35.2843
6625,125,37.0547,-7.55074e-06,-37.0547
6875,125,37.3778,-1.96182e-05,-37.3778
7125,125,38.6646,-3.2065e-06,-38.6646
7375,125,40.2267,-7.37829e-06,-40.2267
7625,125,41.2595,-2.99258e-05,-41.2595
7875,125,41.5234,-1.26558e-05,-41.5234
8125,125,41.7932,-2.34395e-06,-41.7932
8375,125,42.7942,-9.79784e-06,-42.7942
8625,125,44.3591,-2.75136e-05,-44.3591
8875,125,45.5234,-3.91285e-05,-45.5234
9125,125,45.5234,-1.30382e-05,-45.5234
9375,125,46.3688,8.76504e-06,-46.3688
9625,125,48.3835,2.05395e-05,-48.3835
9875,125,52.1282,2.12445e-05,-52.1282
10125,125,53.4473,3.29771e-05,-53.4473
10375,125,54.6156,3.69648e-05,-54.6156
10625,125,55.9716,4.56842e-06,-55.9716
10875,125,57.9378,1.17317e-05,-57.9378
11125,125,59.3332,5.72808e-05,-59.3332
11375,125,60.0429,7.36675e-05,-60.0429
11625,125,61.685,5.38442e-05,-61.685
11875,125,63.3487,4.17563e-05,-63.3487
12125,125,64.9847,7.89349e-06,-64.9847
12375,125,65.6944,1.0354e-05,-65.6944
12625,125,68.4823,3.39319e-05,-68.4823
12875,125,72.4967,-2.23659e-05,-72.4967
13125,125,73.2065,-3.48194e-05,-73.2065
13375,125,73.7161,-1.93368e-05,-73.7161
13625,125,74.3361,-0.00010192,-74.3361
13875,125,76.3382,-0.000145113,-76.3382
14125,125,77.734,-0.00013072,-77.734
14375,125,79.1383,-0.000156678,-79.1383
14625,125,81.8184,-0.000143759,-81.8184
14875,125,83.5458,-8.43569e-05,-83.5458
15125,125,84.894,3.8072e-06,-84.894
15375,125,86.2182,3.61429e-05,-86.2182
15625,125,87.8154,9.42447e-06,-87.8154
15875,125,89.3041,7.57646e-06,-89.3041
16125,125,90.337,2.40787e-05,-90.337
16375,125,91.9254,8.31889e-05,-91.9254
16625,125,93.8587,0.000141586,-93.8587
16875,125,96.2157,0.000139164,-96.2157
17125,125,98.0109,8.51126e-05,-98.0109
17375,125,99.7092,6.65151e-05,-99.7092
17625,125,101.388,9.8205e-05,-101.388
17875,125,102.77,7.12702e-05,-102.77
18125,125,104.413,4.39062e-05,-104.413
18375,125,106.415,3.88251e-05,-106.415
18625,125,108.135,-5.7368e-05,-108.135
18875,125,109.335,-0.000153822,-109.335
19125,125,110.008,-0.000200576,-110.008
19375,125,110.394,-0.000328042,-110.394
19625,125,111.309,-0.000389467,-111.309
19875,125,112.615,-0.00035573,-112.615
20125,125,113.261,-0.000282627,-113.261
20375,125,113.908,-0.000232389,-113.908
20625,125,114.762,-0.000184689,-114.762
20875,125,117.151,-1.64126e-05,-117.151
21125,125,119.103,0.000236247,-119.103
21375,125,120.693,0.000330485,-120.693
21625,125,121.694,0.000272292,-121.694
21875,125,122.246,0.000183097,-122.246
22125,125,122.665,0.000230526,-122.665
22375,125,123.311,0.000291227,-123.311
22625,125,123.741,0.000149681,-123.741
22875,125,124.183,-5.90333e-07,-124.183
23125,125,124.861,-0.000103377,-124.861
23375,125,125,-0.00015002,-125
23625,125,125.217,-0.000103935,-125.217
23875,125,125.895,0.000144321,-125.895
24125,125,126.573,0.000153111,-126.573
24375,125,127.25,0.000115843,-127.25
24625,125,127.928,0.00027266,-127.928
24875,125,128,0.000316931,-128
25125,125,128.149,0.000372476,-128.149
25375,125,128.504,0.000311242,-128.504
25625,125,129.134,0.000171757,-129.134
25875,125,129.795,0.000130771,-129.795
26125,125,130.473,0.000180813,-130.473
26375,125,131.151,0.000144012,-131.151
26625,125,132.013,8.18225e-05,-132.013
26875,125,133.044,0.000136437,-133.044
27125,125,134.046,0.000178547,-134.046
27375,125,135.065,0.000110523,-135.065
27625,125,136.064,5.34235e-05,-136.064
27875,125,136.742,-3.17389e-06,-136.742
28125,125,137.42,-0.000141182,-137.42
28375,125,138,-0.000201106,-138
28625,125,138,-0.000211794,-138
28875,125,138.216,-0.000160359,-138.216
29125,125,138.477,-9.44245e-05,-138.477
29375,125,138.477,-7.72007e-05,-138.477
29625,125,138.477,-6.17143e-05,-138.477
29875,125,138.477,-4.82036e-05,-138.477
30125,125,138.477,-3.68799e-05,-138.477
30375,125,138.725,-0.000132226,-138.725
30625,125,138.953,-0.00023083,-138.953
30875,125,138.953,-0.000228673,-138.953
31125,125,138.953,-0.000229208,-138.953
31375,125,138.953,-0.000232466,-138.953
31625,125,138.953,-0.000238436,-138.953
31875,125,138.953,-0.000247071,-138.953
32125,125,139.081,-0.000397963,-139.081
32375,125,139.404,-0.000444652,-139.404
32625,125,140.053,-0.00026602,-140.053
32875,125,140.43,-0.000193523,-140.43
33125,125,140.43,-0.000208529,-140.43
33375,125,141.087,-3.79657e-05,-141.087
33625,125,141.43,9.79761e-05,-141.43
33875,125,141.437,-8.10525e-05,-141.437
34125,125,141.791,-9.29507e-05,-141.791
34375,125,142.322,3.31877e-05,-142.322
34625,125,142.978,8.96812e-05,-142.978
34875,125,143.333,0.000138817,-143.333
35125,125,144.072,0.000286364,-144.072
35375,125,145.277,0.00047166,-145.277
35625,125,147.989,0.000381445,-147.989
35875,125,149.37,0.000217641,-149.37
36125,125,149.972,0.000232058,-149.972
36375,125,150.358,0.000139037,-150.358
36625,125,151.194,-0.000169043,-151.194
36875,125,152.227,-0.000432959,-152.227
37125,125,153.259,-0.000599434,-153.259
37375,125,154.052,-0.000606397,-154.052
37625,125,154.562,-0.00047676,-154.562
37875,125,154.53,-0.00034432,-154.53
38125,125,155.601,-0.000275041,-155.601
38375,125,156.957,-0.000182855,-156.957
38625,125,158.313,7.47818e-05,-158.313
38875,125,159.369,0.000205907,-159.369
39125,125,160.25,0.000344096,-160.25
39375,125,160.928,0.000338724,-160.928
39625,125,161.606,-1.20594e-05,-161.606
39875,125,162.136,-0.000325386,-162.136
40125,125,162.459,-0.000448389,-162.459
40375,125,162.812,-0.000469984,-162.812
40625,125,163.485,-0.000384081,-163.485
40875,125,164.518,-5.85364e-05,-164.518
